playerID,B_AB,B_R,B_H,B_HR,B_RBI,B_SB,B_SO,PI_W,PI_L,PI_CG,PI_SV,PI_H,PI_HR,PI_BB,PI_SO,PI_AVG_ERA,PI_R,FI_GS,FI_InnOuts,FI_A,FI_E,FI_DP,ASF_NUM_YEARS,A_G_ALL,A_GP,inducted
lynnfr01,1063,1960,388,1111,72,54,77,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1765,46578,114,55,33,9,1969,0,N
mcbriba01,548,1153,167,430,183,63,28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,907,23549,59,25,12,1,1071,0,N
matthga01,1083,2011,319,978,183,74,46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1852,47252,135,112,17,1,2033,0,N
mattido01,1007,2153,442,1099,14,9,136,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1643,44071,1121,68,1504,6,1785,0,N
mcgloly01,30,79,17,25,0,0,0,86,93,41,2,1553,127,572,939,4.955384615384616,735,201,4493,174,7,12,1,320,318,N
medicdo01,3,5,0,1,0,0,0,124,105,71,2,2036,151,624,955,3.6221428571428573,925,287,5990,286,21,12,NULL,314,312,N
mcgresc01,0,0,0,0,0,0,0,138,108,83,5,2245,235,518,904,4.452307692307692,1031,309,6422,317,9,18,1,357,356,N
morrija02,4,0,0,0,0,0,0,254,186,175,0,3567,389,1390,2478,4.007222222222222,1815,527,11472,413,29,36,5,568,549,Y
moyerja01,24,51,5,15,0,0,0,269,209,33,0,4231,522,1155,2441,4.407037037037036,2076,638,12222,644,22,48,1,701,696,N
mulhote01,26,69,13,23,1,1,0,124,142,46,5,2833,293,681,1325,4.752307692307692,1396,332,7727,385,51,19,1,687,685,N
mcgeewi01,1010,2254,350,856,352,121,58,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1744,47835,136,108,29,4,2201,0,N
mcgwima01,1167,1626,252,1414,12,8,150,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1742,45300,1073,112,1409,12,1874,0,N
mcgrifr01,1349,2490,441,1550,72,38,171,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2223,58206,1447,167,1775,5,2460,0,N
milnejo01,455,855,140,498,31,22,45,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,878,22970,313,57,382,NULL,1215,0,N
moraljo01,126,375,68,207,0,4,28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,60,1695,57,10,37,NULL,733,0,N
molitpa01,1782,3319,605,1307,504,131,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1481,38996,3241,208,664,7,2683,0,Y
mitchke01,630,1173,224,760,30,31,87,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1022,25754,566,86,62,2,1223,0,N
myersra01,5,11,3,7,0,0,0,44,63,1,347,758,69,396,884,3.2486666666666664,338,12,2654,92,5,2,4,729,728,N
oneilpa01,1041,2105,451,1269,141,73,107,0,0,0,0,2,1,4,2,13.5,3,1868,49293,118,48,36,5,2053,1,N
oroscje01,3,10,0,4,0,0,0,87,80,0,144,1055,113,581,1179,3.795769230769231,512,4,3895,188,4,13,2,1252,1252,N
oglivbe01,784,1615,277,901,87,70,105,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1400,37499,121,74,54,3,1754,0,N
murphda05,1197,2111,350,1266,161,68,159,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2107,55955,300,123,172,7,2180,0,N
murraed02,1627,3255,560,1917,110,43,222,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2410,63605,1871,168,2034,8,3026,0,Y
nixonot01,878,1379,142,318,620,186,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1203,33822,57,36,9,NULL,1709,0,N
parrila01,850,1789,360,992,30,36,79,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1420,37391,1978,195,186,2,1891,0,N
parkeda01,1272,2712,526,1493,154,113,170,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1859,49056,152,144,47,7,2466,0,N
parrila02,856,1782,305,1070,28,37,62,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1743,46279,986,98,156,8,1988,0,N
palmera01,1663,3020,585,1835,97,40,172,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2290,60666,1596,120,1785,4,2831,0,N
quiseda01,0,1,0,1,0,0,0,56,46,0,244,1064,59,162,379,3.7592307692307694,356,0,3130,264,13,22,3,674,674,N
reardje01,0,5,1,2,0,0,0,73,77,0,367,1000,109,358,877,3.2938888888888886,426,0,3397,75,11,4,4,880,880,N
plesada01,0,1,0,0,0,0,0,65,71,0,158,977,105,402,1041,3.7779999999999996,478,14,3216,100,3,6,3,1064,1064,N
rhoderi01,58,181,38,75,0,1,0,151,125,69,1,2606,198,801,1419,3.7550000000000003,1143,380,7781,386,6,23,2,427,413,N
reuscri01,82,187,35,79,3,5,0,214,191,102,5,3588,221,935,2015,3.4942857142857147,1494,529,10645,667,29,39,3,579,557,N
penato01,667,1687,298,708,80,63,72,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1785,48095,1049,118,157,5,1988,0,N
pendlte01,851,1897,356,946,127,59,77,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1754,46188,3891,238,312,1,1893,0,N
phillto02,1300,2023,360,819,177,114,44,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1903,50617,3491,236,652,NULL,2161,0,N
remyje01,605,1226,140,329,208,99,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1100,28853,3243,110,744,1,1154,0,N
porteda02,765,1369,237,826,39,37,106,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1430,37855,755,134,106,4,1782,0,N
rayjo01,604,1502,294,594,80,49,39,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1260,34003,3836,123,828,1,1353,0,N
puhlte01,676,1361,226,435,217,99,49,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1193,32034,57,18,19,1,1531,0,N
randowi01,1239,2210,316,687,271,94,37,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2109,56052,6339,237,1547,6,2202,0,N
puckeki01,1071,2304,414,1085,134,76,85,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1684,43871,143,51,37,10,1783,0,Y
raineti01,1571,2605,430,980,808,146,148,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2099,55823,273,61,35,7,2502,0,Y
riceji01,1249,2452,373,1451,58,34,77,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1540,40610,137,66,19,8,2089,0,Y
richajr01,39,93,10,50,2,2,0,107,71,76,0,1227,73,770,1493,4.294,625,221,4817,195,20,6,1,239,238,N
rogerst01,47,122,8,39,1,2,0,158,152,129,2,2619,151,876,1621,3.3153846153846156,1122,393,8513,462,31,37,5,406,399,N
righeda01,0,2,0,1,0,0,0,82,79,13,252,1287,95,591,1112,4.464117647058823,602,89,4211,150,12,10,2,718,718,N
rijojo01,25,85,13,29,2,1,0,116,91,22,3,1710,147,663,1606,3.4878571428571425,772,269,5640,248,14,12,1,377,376,N
russeje01,3,11,3,10,0,0,0,56,73,11,186,1065,100,415,693,3.5725000000000002,525,79,3299,192,10,17,2,591,589,N
saberbr01,13,23,4,1,0,0,0,167,117,76,1,2452,218,471,1715,3.8123529411764707,1036,371,7688,415,24,26,3,403,399,N
ripkeca01,1647,3184,603,1695,36,39,107,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2958,77876,8214,294,1682,19,3001,0,Y
schmimi01,1506,2234,408,1595,174,92,201,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2324,60977,5193,328,580,12,2404,0,Y
saxst01,913,1949,278,550,444,178,47,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1695,44712,4817,190,998,5,1769,0,N
sandbry01,1318,2386,403,1061,344,107,59,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2096,55266,6648,120,1177,10,2164,0,Y
samueju01,873,1578,287,703,396,143,38,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1439,38206,3288,188,673,3,1720,0,N
santibe01,755,1830,323,920,91,69,52,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1810,48216,968,152,141,5,1978,0,N
scottmi03,33,81,14,45,2,1,0,124,108,45,3,1858,173,627,1469,4.5,908,319,6206,299,23,12,3,348,347,N
sotoma01,32,70,13,24,0,0,0,100,92,72,4,1395,172,657,1449,3.8825000000000003,732,225,5191,203,22,8,3,303,298,N
smithle02,2,3,0,2,0,0,0,71,92,0,478,1133,89,486,1251,3.0028571428571427,475,6,3868,111,4,9,7,1023,1023,N
stantmi01,0,1,0,0,0,0,0,13,22,0,31,398,27,182,304,5.33125,218,3,1153,52,4,5,NULL,277,277,N
stewada01,5,10,1,4,0,0,0,168,129,55,19,2499,264,1034,1741,4.048421052631579,1259,348,7889,232,26,21,1,523,523,N
stiebda01,2,0,0,0,0,0,0,176,137,103,3,2572,225,1034,1669,3.7525,1225,412,8689,493,22,45,7,454,443,N
scottto01,331,699,111,253,125,69,27,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,653,18521,53,27,8,NULL,991,0,N
speiech01,770,1759,302,720,42,54,106,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1938,52605,6259,288,1121,3,2260,0,N
smithlo01,909,1488,273,533,370,140,19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1264,31616,101,92,18,1,1613,0,N
smithoz01,1257,2460,402,793,580,148,79,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2477,65357,8375,281,1590,15,2573,0,Y
sierrru01,1084,2152,428,1322,142,52,102,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1565,40923,108,94,23,4,2186,0,N
stearjo01,334,696,152,312,91,51,25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,719,19416,520,75,103,4,810,0,N
steinte01,638,1453,273,745,23,22,31,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1358,35702,651,100,111,3,1546,0,N
stonest01,9,22,2,7,0,0,0,107,93,43,1,1707,184,716,1065,4.001818181818181,880,269,5367,254,22,13,1,340,320,N
suttebr01,6,9,0,6,1,0,0,68,71,0,300,879,77,309,861,3.08,370,0,3126,145,9,9,6,661,661,Y
sutclri01,42,102,22,55,4,0,0,171,139,72,6,2662,236,1081,1679,3.8894736842105258,1324,392,8093,404,17,25,3,466,457,N
tekulke01,8,10,0,2,0,0,0,94,90,0,184,1305,63,491,779,3.842941176470589,526,0,4311,327,13,17,1,1050,1050,N
tananfr01,3,9,1,5,0,1,0,240,236,143,1,4063,448,1255,2773,3.755217391304348,1910,616,12565,638,19,40,3,639,638,N
tewksbo01,20,50,7,19,0,0,0,110,102,31,1,2043,142,292,812,4.563571428571429,884,278,5421,344,10,28,1,304,303,N
tidrodi01,6,9,0,7,0,0,0,100,94,32,55,1705,163,579,975,4.415333333333334,807,138,5239,212,12,10,NULL,620,620,N
tudorjo01,22,59,7,18,1,1,0,117,72,50,1,1677,156,475,988,3.3807692307692303,700,263,5391,321,11,27,NULL,289,281,N
valenfe01,56,187,26,84,0,2,0,173,153,113,2,2718,226,1151,2074,4.053333333333332,1303,424,8798,586,30,31,6,474,453,N
summech01,199,350,63,218,15,13,17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,207,5703,23,15,24,NULL,698,0,N
thomago01,681,1051,212,782,50,49,41,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1067,28722,56,51,15,1,1436,0,N
sundbji01,621,1493,243,624,20,37,31,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1777,47760,1007,81,145,3,1962,0,N
templga01,893,2096,329,728,242,129,144,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1938,51079,6078,386,1176,3,2079,0,N
tartada01,756,1366,289,925,37,30,47,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,965,24712,214,63,51,1,1406,0,N
tettlmi01,711,1132,210,732,23,29,72,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1012,26514,408,55,109,2,1485,0,N
strawda01,898,1401,256,1000,221,99,131,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1357,35362,76,62,24,8,1583,0,N
valenel01,380,881,169,474,59,37,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,804,21158,85,47,17,1,894,0,N
thornan01,792,1342,244,895,48,37,69,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,701,18773,502,52,558,2,1565,0,N
trillma01,598,1562,239,571,56,57,35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1544,41592,4855,169,1029,4,1780,0,N
vanslan01,835,1562,293,792,245,59,55,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1451,39298,262,55,111,3,1658,0,N
trammal01,1231,2365,412,1003,236,109,48,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2129,56195,6265,235,1321,6,2293,0,Y
thompro01,671,1187,238,458,103,62,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1240,32163,3705,110,873,2,1304,0,N
vuckope01,15,33,7,13,1,0,0,93,69,38,10,1454,107,545,882,4.643636363636363,665,186,4366,222,21,15,NULL,286,286,N
violafr01,8,26,3,6,0,0,0,176,150,74,0,2827,294,864,1844,4.1925,1303,420,8509,371,32,19,3,421,421,N
welchbo01,26,88,7,30,0,1,0,211,146,61,8,2894,267,1034,1969,3.5964705882352943,1310,462,9279,394,26,30,2,520,506,N
wallati01,908,2085,432,1125,51,66,89,0,0,0,0,3,0,0,0,4.5,1,2120,56470,4065,247,373,5,2212,2,N
wittmi01,0,0,0,0,0,0,0,117,116,72,6,2066,183,713,1373,4.30076923076923,1012,299,6325,298,23,21,2,341,341,N
wathajo01,305,656,90,261,105,36,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,646,17779,284,52,123,NULL,860,0,N
whitefr01,912,2006,407,886,178,83,27,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2151,56379,6629,206,1459,5,2324,0,N
washicl01,926,1884,334,824,312,134,77,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1579,42107,104,91,22,2,1912,0,N
whitalo01,1386,2369,420,1084,143,75,79,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2146,57204,6653,189,1527,5,2390,0,N
whitede03,1125,1934,378,846,346,98,32,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1782,47183,97,71,23,3,1941,0,N
wilsowi02,1169,2207,281,585,668,134,27,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1792,48317,76,67,15,2,2154,0,N
winfida01,1669,3110,540,1833,223,96,172,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2422,64515,168,95,38,12,2973,0,Y
worreto01,1,2,0,0,0,0,0,50,52,0,256,608,65,247,628,3.308181818181818,264,0,2086,82,4,9,3,617,617,N
ziskri01,681,1477,245,792,8,15,52,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,882,23058,68,33,20,2,1453,0,N
zachrpa01,9,36,0,6,0,0,0,69,67,29,3,1147,88,495,669,3.6563636363636363,529,154,3532,176,13,19,1,293,293,N
zahnge01,3,6,0,1,0,0,0,111,109,79,1,1978,149,526,705,4.449285714285714,889,270,5547,326,24,19,NULL,304,304,N
yeagest01,357,816,118,410,14,18,64,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1051,28276,674,88,75,NULL,1269,0,N
yountro01,1632,3142,583,1406,271,105,95,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2684,70565,4850,305,963,3,2856,0,Y
abbotji01,0,2,0,3,0,0,0,87,108,31,0,1779,154,620,888,4.496363636363636,880,254,5022,300,9,16,NULL,263,263,N
appieke01,4,8,0,4,0,0,0,169,137,34,0,2425,232,933,1994,4.9399999999999995,1168,402,7786,225,12,25,1,414,414,N
beckro01,0,4,0,1,0,0,0,38,45,0,286,703,97,191,644,3.545714285714286,308,0,2304,96,4,7,3,704,704,N
anderbr01,1062,1661,338,761,315,100,59,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1585,42504,60,42,16,3,1834,0,N
alomaro01,1508,2724,504,1134,474,114,62,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2288,59751,6536,183,1411,12,2379,0,Y
bagweje01,1517,2314,488,1529,202,78,155,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2092,55585,1705,129,1618,4,2150,0,Y
baergca01,731,1583,279,774,59,24,41,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1235,32810,3501,169,820,3,1630,0,N
alomasa02,520,1236,249,588,25,24,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1203,31917,464,86,72,6,1377,0,N
aloumo01,1109,2134,421,1287,106,37,91,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1812,46996,95,65,20,6,1942,0,N
aurilri01,745,1576,301,756,23,18,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1416,37603,3516,159,933,1,1652,0,N
anderga01,1084,2529,522,1365,80,47,104,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1885,49549,109,48,18,3,2228,0,N
ausmubr01,718,1579,270,607,102,53,69,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1767,47620,960,80,133,1,1971,0,N
benitar01,0,0,0,2,0,0,0,40,47,0,289,545,95,403,946,3.37,296,0,2337,40,7,1,2,762,762,N
belleal01,974,1726,389,1239,88,41,91,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1306,34152,91,66,18,5,1539,0,N
bicheda01,934,1906,401,1141,152,73,32,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1482,38680,128,80,38,4,1704,0,N
biggicr01,1844,3060,668,1175,414,124,68,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2703,70913,5671,201,1174,7,2850,0,Y
brosisc01,544,1001,200,531,57,30,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1054,28295,1821,119,222,1,1146,0,N
boonebr01,927,1775,366,1021,94,53,32,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1729,45738,4594,117,1085,3,1780,0,N
booneaa01,519,1017,216,555,107,30,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1017,27095,2033,139,259,1,1152,0,N
blakeca01,644,1186,264,616,36,37,37,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1175,31449,1753,125,232,NULL,1265,0,N
buhneja01,797,1273,233,965,6,24,41,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1352,35220,100,33,28,1,1472,0,N
carpech01,18,52,8,21,0,1,0,144,94,33,0,2205,220,627,1697,4.048666666666667,1021,332,6658,251,10,32,3,350,350,N
cirilje01,800,1598,343,727,63,37,18,0,0,0,0,0,0,2,1,0,0,1337,35815,2703,126,329,2,1617,1,N
caminke01,894,1710,348,983,88,39,112,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1661,43501,3141,255,299,3,1760,0,N
burksel01,1253,2107,402,1206,181,84,33,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1559,40249,81,60,13,2,2000,0,N
castivi02,902,1884,349,1105,33,43,64,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1752,46287,3632,174,426,2,1854,0,N
burnije01,917,1447,298,981,74,58,75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1502,39625,93,71,18,1,1694,0,N
caseyse01,690,1531,322,735,18,8,69,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1258,32899,558,53,947,3,1405,0,N
castilu01,1001,1889,194,443,370,142,13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1645,43126,4484,124,1051,3,1720,0,N
cabreor01,985,2055,459,854,216,57,26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1919,50322,5445,198,1186,NULL,1985,0,N
camermi01,1064,1700,383,968,297,83,19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1807,48572,76,71,21,1,1955,0,N
claytro01,935,1904,363,723,231,100,34,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1971,52141,5904,242,1224,1,2108,0,N
clarkto02,629,1188,233,824,6,9,55,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1022,27724,709,75,927,1,1559,0,N
coninje01,870,1982,385,1071,54,29,46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1722,46162,742,98,796,2,2024,0,N
delgaca01,1241,2038,483,1512,14,8,186,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1813,47952,1067,131,1496,2,2035,0,N
damonjo01,1668,2769,522,1139,408,103,38,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1988,52152,79,57,21,2,2490,0,N
fernaal01,7,22,8,14,0,0,0,107,87,33,0,1693,190,552,1252,3.7920000000000003,804,261,5281,297,15,32,NULL,266,263,N
finlest01,1443,2548,449,1167,320,118,69,0,0,0,0,0,0,1,0,0,0,2300,62156,134,72,38,2,2583,1,N
disarga01,444,966,186,355,47,44,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1066,28179,3197,131,675,1,1086,0,N
durhara01,1249,2054,440,875,273,97,34,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1800,47137,4926,181,1189,2,1975,0,N
dyeje01,984,1779,363,1072,46,26,40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1649,43394,97,65,30,2,1763,0,N
edmonji01,1251,1949,437,1199,67,50,91,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1806,47273,160,58,68,4,2011,0,N
drewjd01,944,1437,273,795,87,37,52,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1384,36132,70,49,17,1,1566,0,N
erstada01,913,1697,316,699,179,58,46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1381,36723,370,33,448,2,1654,0,N
floydcl01,824,1479,340,865,148,43,87,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1267,32504,134,63,79,1,1621,0,N
glavito02,93,246,25,90,1,0,0,305,203,56,0,4298,356,1500,2607,3.706363636363636,1900,682,13240,856,26,67,10,709,682,Y
gracema01,1179,2445,511,1146,70,48,114,0,0,0,0,1,1,0,0,9,1,2074,55761,1665,110,1533,3,2245,1,N
gordoto01,0,0,0,0,0,0,0,138,126,18,158,1889,176,977,1928,4.722727272727273,1016,203,6324,268,20,23,3,893,890,N
frymatr01,895,1776,345,1022,72,38,19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1665,43895,3582,179,460,5,1698,0,N
gantro01,1080,1651,302,1008,243,102,38,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1623,42304,642,114,124,2,1832,0,N
gonzaju03,1061,1936,388,1404,26,19,74,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1291,33261,91,46,19,3,1689,0,N
gonzalu01,1412,2591,596,1439,128,87,150,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2374,62281,120,64,19,5,2591,0,N
garcino01,927,1747,370,936,95,31,54,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1336,34926,3211,171,765,6,1434,0,N
gilesbr02,1121,1897,411,1078,109,45,114,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1720,45517,95,71,23,2,1847,0,N
glaustr01,889,1375,293,950,56,29,40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1426,37325,2577,180,362,4,1537,0,N
guarded01,0,0,0,0,0,0,0,46,61,0,187,894,138,348,798,4.5552631578947365,476,25,2834,86,4,4,2,909,909,N
hamptmi01,97,178,22,79,3,4,0,148,115,21,1,2370,200,901,1387,4.170625,1157,355,6805,476,27,42,2,448,419,N
harrile01,460,1055,161,369,131,54,26,0,0,0,0,0,0,0,1,0,0,761,21621,1437,131,231,NULL,1903,1,N
hennemi01,0,0,0,0,0,0,0,57,42,0,193,686,47,271,533,3.3263636363636366,301,0,2198,83,9,8,1,561,561,N
hentgpa01,4,9,0,0,0,0,0,131,112,34,1,2111,269,775,1290,4.575,1076,306,6226,237,14,22,3,344,344,N
hernaro01,0,1,0,0,0,0,0,67,71,0,326,1002,96,462,945,3.8559999999999994,475,3,3214,127,17,8,2,1010,1010,N
hernali01,64,215,38,85,0,0,0,178,177,50,1,3525,362,1066,1976,4.559545454545455,1686,474,9567,601,15,65,2,537,519,N
grissma02,1187,2251,386,967,429,116,44,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1984,52962,98,61,23,2,2165,0,N
greensh01,1129,2003,445,1070,162,52,80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1791,47764,152,54,122,2,1951,0,N
griffke02,1662,2781,524,1836,184,69,246,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2348,60981,154,89,43,13,2671,0,Y
grudzma01,946,2040,391,640,133,52,24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1731,45313,4975,185,1097,1,1802,0,N
guerrvl01,1328,2590,477,1496,181,94,250,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1603,41352,126,125,32,9,2147,0,Y
guillca01,733,1331,266,660,74,47,39,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1169,30490,2888,165,645,3,1305,0,N
higgibo02,736,1336,270,709,91,53,36,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1239,32631,124,64,20,NULL,1362,0,N
